n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,acc_train,acc_test,f1_train,f1_test,n_features_
100,20.0,log2,5,10.0,0.7862222867302877,0.7822931785195936,0.4878101602403575,0.4852272596690977,324
200,10.0,sqrt,5,1.0,0.7758445516891034,0.7736574746008709,0.48128223538894993,0.48462480566937943,324
300,10.0,sqrt,2,1.0,0.7786022714902573,0.7769230769230769,0.4812409221504139,0.483665263925787,324
300,20.0,log2,2,10.0,0.78498856997714,0.7806966618287373,0.4862668485223776,0.4832612831347041,324
300,20.0,log2,5,10.0,0.78498856997714,0.7806966618287373,0.4862668485223776,0.4832612831347041,324
200,20.0,log2,2,10.0,0.7837004245437063,0.7805515239477504,0.484882020797543,0.4830581117902044,324
200,20.0,log2,5,10.0,0.7837004245437063,0.7805515239477504,0.484882020797543,0.4830581117902044,324
200,20.0,log2,2,20.0,0.7806342755542653,0.7777939042089985,0.48190703405745583,0.4804288355871873,324
200,20.0,log2,5,20.0,0.7806342755542653,0.7777939042089985,0.48190703405745583,0.4804288355871873,324
300,10.0,sqrt,5,2.0,0.7795638448419754,0.7777213352685051,0.4800646261872989,0.47968959047103416,324
300,10.0,sqrt,2,2.0,0.7789651293588301,0.7770682148040639,0.4792163726156202,0.4789724597746745,324
200,10.0,sqrt,2,10.0,0.777695126818825,0.776632801161103,0.4778720618109668,0.478460029862448,324
200,10.0,sqrt,5,10.0,0.777695126818825,0.776632801161103,0.4778720618109668,0.478460029862448,324
300,20.0,log2,2,20.0,0.778366413875685,0.7758345428156749,0.47920674821078507,0.47811881212669566,324
300,20.0,log2,5,20.0,0.778366413875685,0.7758345428156749,0.47920674821078507,0.47811881212669566,324
100,10.0,sqrt,2,20.0,0.7768061250408215,0.7761248185776488,0.4771496882847206,0.47810251167915396,324
100,10.0,sqrt,5,20.0,0.7768061250408215,0.7761248185776488,0.4771496882847206,0.47810251167915396,324
100,10.0,sqrt,2,10.0,0.7776044123516819,0.7764150943396226,0.47754571753330216,0.47808549701965547,324
100,10.0,sqrt,5,10.0,0.7776044123516819,0.7764150943396226,0.47754571753330216,0.47808549701965547,324
100,10.0,sqrt,5,2.0,0.7778584128596828,0.7761248185776488,0.4780818049753324,0.4780015738519867,324
300,10.0,sqrt,2,10.0,0.7774592692042527,0.7760522496371552,0.47761400665169945,0.4778541806571704,324
300,10.0,sqrt,5,10.0,0.7774592692042527,0.7760522496371552,0.47761400665169945,0.4778541806571704,324
200,10.0,sqrt,5,2.0,0.777749555499111,0.7760522496371552,0.4779224814425745,0.4778204213511563,324
100,20.0,log2,2,20.0,0.7780216989005406,0.775544267053701,0.47869015929221587,0.47766539447081335,324
100,20.0,log2,5,20.0,0.7780216989005406,0.775544267053701,0.47869015929221587,0.47766539447081335,324
300,10.0,sqrt,2,5.0,0.7773504118436808,0.7754716981132076,0.47731029509044426,0.47700966177048576,324
300,10.0,sqrt,5,5.0,0.7773504118436808,0.7754716981132076,0.47731029509044426,0.47700966177048576,324
200,10.0,sqrt,2,2.0,0.7765521245328205,0.7748911465892598,0.4764128186805224,0.4764353930948591,324
300,10.0,sqrt,2,20.0,0.7759352661562466,0.7745283018867924,0.4760384579783324,0.47613621801924033,324
300,10.0,sqrt,5,20.0,0.7759352661562466,0.7745283018867924,0.4760384579783324,0.47613621801924033,324
100,10.0,sqrt,2,50.0,0.774538263362241,0.7737300435413643,0.47453882352746257,0.4754575991369388,324
100,10.0,sqrt,5,50.0,0.774538263362241,0.7737300435413643,0.47453882352746257,0.4754575991369388,324
200,10.0,sqrt,2,20.0,0.774483834681955,0.7738026124818578,0.4743246717776202,0.47522798109131026,324
200,10.0,sqrt,5,20.0,0.774483834681955,0.7738026124818578,0.4743246717776202,0.47522798109131026,324
200,10.0,sqrt,2,5.0,0.7746471207228128,0.7732946298984035,0.47411793068781666,0.4744195899963157,324
200,10.0,sqrt,5,5.0,0.7746471207228128,0.7732946298984035,0.47411793068781666,0.4744195899963157,324
300,10.0,sqrt,2,50.0,0.7741391197068108,0.7727866473149492,0.47414512678200965,0.4743758176583744,324
300,10.0,sqrt,5,50.0,0.7741391197068108,0.7727866473149492,0.47414512678200965,0.4743758176583744,324
100,10.0,sqrt,2,5.0,0.7738306905185239,0.7724238026124819,0.4730898169678926,0.4734122201134352,324
100,10.0,sqrt,5,5.0,0.7738306905185239,0.7724238026124819,0.4730898169678926,0.4734122201134352,324
200,10.0,sqrt,2,50.0,0.7732864037156646,0.7719158200290276,0.4730857996616433,0.47337138366127124,324
200,10.0,sqrt,5,50.0,0.7732864037156646,0.7719158200290276,0.4730857996616433,0.47337138366127124,324
100,,log2,2,50.0,0.7722704016836605,0.7689404934687953,0.47226960486823205,0.4701108691308054,324
100,,log2,5,50.0,0.7722704016836605,0.7689404934687953,0.47226960486823205,0.4701108691308054,324
100,64.0,log2,2,50.0,0.7722704016836605,0.7689404934687953,0.47226960486823205,0.4701108691308054,324
100,64.0,log2,5,50.0,0.7722704016836605,0.7689404934687953,0.47226960486823205,0.4701108691308054,324
200,,log2,2,50.0,0.7713995427990856,0.7681422351233672,0.4709275386220358,0.4690673091630711,324
200,,log2,5,50.0,0.7713995427990856,0.7681422351233672,0.4709275386220358,0.4690673091630711,324
200,64.0,log2,2,50.0,0.7713995427990856,0.7681422351233672,0.4709275386220358,0.4690673091630711,324
200,64.0,log2,5,50.0,0.7713995427990856,0.7681422351233672,0.4709275386220358,0.4690673091630711,324
100,32.0,log2,2,50.0,0.7716535433070866,0.7680696661828738,0.47137624486010116,0.4690217063137241,324
100,32.0,log2,5,50.0,0.7716535433070866,0.7680696661828738,0.47137624486010116,0.4690217063137241,324
300,,log2,2,50.0,0.7710003991436555,0.7671262699564586,0.47040640806724926,0.46791910309444157,324
300,,log2,5,50.0,0.7710003991436555,0.7671262699564586,0.47040640806724926,0.46791910309444157,324
300,64.0,log2,2,50.0,0.7710003991436555,0.7671262699564586,0.47040640806724926,0.46791910309444157,324
300,64.0,log2,5,50.0,0.7710003991436555,0.7671262699564586,0.47040640806724926,0.46791910309444157,324
100,20.0,sqrt,2,0.005,0.7697303966036504,0.7669811320754717,0.46916302779581026,0.4679012684078124,324
100,20.0,sqrt,5,0.005,0.7697303966036504,0.7669811320754717,0.46916302779581026,0.4679012684078124,324
100,,sqrt,2,0.005,0.7696941108167931,0.7669811320754717,0.4691308903038105,0.4678646844981725,324
100,,sqrt,5,0.005,0.7696941108167931,0.7669811320754717,0.4691308903038105,0.4678646844981725,324
100,32.0,sqrt,2,0.005,0.7696941108167931,0.7669811320754717,0.4691308903038105,0.4678646844981725,324
100,32.0,sqrt,5,0.005,0.7696941108167931,0.7669811320754717,0.4691308903038105,0.4678646844981725,324
100,64.0,sqrt,2,0.005,0.7696941108167931,0.7669811320754717,0.4691308903038105,0.4678646844981725,324
100,64.0,sqrt,5,0.005,0.7696941108167931,0.7669811320754717,0.4691308903038105,0.4678646844981725,324
300,,sqrt,2,0.005,0.769186109800791,0.7667634252539913,0.46858818704342325,0.46761828894826857,324
300,,sqrt,5,0.005,0.769186109800791,0.7667634252539913,0.46858818704342325,0.46761828894826857,324
300,32.0,sqrt,2,0.005,0.769186109800791,0.7667634252539913,0.46858818704342325,0.46761828894826857,324
300,32.0,sqrt,5,0.005,0.769186109800791,0.7667634252539913,0.46858818704342325,0.46761828894826857,324
300,64.0,sqrt,2,0.005,0.769186109800791,0.7667634252539913,0.46858818704342325,0.46761828894826857,324
300,64.0,sqrt,5,0.005,0.769186109800791,0.7667634252539913,0.46858818704342325,0.46761828894826857,324
300,32.0,log2,2,50.0,0.7705105410210821,0.7668359941944848,0.4698242993502422,0.4675536605239781,324
300,32.0,log2,5,50.0,0.7705105410210821,0.7668359941944848,0.4698242993502422,0.4675536605239781,324
300,20.0,sqrt,2,0.005,0.7690409666533619,0.7666182873730043,0.4684223957415903,0.46741720415711346,324
300,20.0,sqrt,5,0.005,0.7690409666533619,0.7666182873730043,0.4684223957415903,0.46741720415711346,324
200,32.0,log2,2,50.0,0.7704379694473674,0.7666182873730043,0.46980610752350066,0.4673436686543413,324
200,32.0,log2,5,50.0,0.7704379694473674,0.7666182873730043,0.46980610752350066,0.4673436686543413,324
100,10.0,log2,5,1.0,0.7698029681773649,0.7661103047895501,0.4687929997007136,0.4664592909080456,324
200,20.0,log2,2,50.0,0.7681701077687869,0.765166908563135,0.4670498723662866,0.4655453101458431,324
200,20.0,log2,5,50.0,0.7681701077687869,0.765166908563135,0.4670498723662866,0.4655453101458431,324
200,,sqrt,2,0.005,0.767553249392213,0.765021770682148,0.466574245552591,0.4654919969668496,324
200,,sqrt,5,0.005,0.767553249392213,0.765021770682148,0.466574245552591,0.4654919969668496,324
200,32.0,sqrt,2,0.005,0.767553249392213,0.765021770682148,0.466574245552591,0.4654919969668496,324
200,32.0,sqrt,5,0.005,0.767553249392213,0.765021770682148,0.466574245552591,0.4654919969668496,324
200,64.0,sqrt,2,0.005,0.767553249392213,0.765021770682148,0.466574245552591,0.4654919969668496,324
200,64.0,sqrt,5,0.005,0.767553249392213,0.765021770682148,0.466574245552591,0.4654919969668496,324
200,20.0,sqrt,2,0.005,0.7675713922856418,0.7648766328011611,0.4665856438058274,0.4653265689588011,324
200,20.0,sqrt,5,0.005,0.7675713922856418,0.7648766328011611,0.4665856438058274,0.4653265689588011,324
100,20.0,log2,2,50.0,0.7683515367030734,0.7648766328011611,0.46704158769481313,0.4649888662674515,324
100,20.0,log2,5,50.0,0.7683515367030734,0.7648766328011611,0.46704158769481313,0.4649888662674515,324
300,20.0,log2,2,50.0,0.7678979643673574,0.7643686502177068,0.46669588829473957,0.46459645945236744,324
300,20.0,log2,5,50.0,0.7678979643673574,0.7643686502177068,0.46669588829473957,0.46459645945236744,324
100,10.0,sqrt,2,0.005,0.7667368191879241,0.7637880986937591,0.465089493846046,0.4637044105680488,324
100,10.0,sqrt,5,0.005,0.7667368191879241,0.7637880986937591,0.465089493846046,0.4637044105680488,324
300,10.0,sqrt,2,0.005,0.7657389600493487,0.7627721335268505,0.46404270643591294,0.46261366563871603,324
300,10.0,sqrt,5,0.005,0.7657389600493487,0.7627721335268505,0.46404270643591294,0.46261366563871603,324
200,10.0,sqrt,2,0.005,0.7647592438042019,0.7623367198838897,0.4627969220859656,0.46203545998627965,324
200,10.0,sqrt,5,0.005,0.7647592438042019,0.7623367198838897,0.4627969220859656,0.46203545998627965,324
100,10.0,log2,2,1.0,0.7658659603033492,0.7624818577648766,0.46364556329339485,0.4618028931771161,324
200,10.0,log2,5,1.0,0.765521245328205,0.7622641509433963,0.4633352744125158,0.4616414031195397,324
100,10.0,log2,5,2.0,0.76465038644363,0.7619738751814223,0.462223837872396,0.46121520867923665,324
100,10.0,log2,2,5.0,0.7645959577633441,0.7619013062409289,0.4622524984409308,0.4612090919846393,324
100,10.0,log2,5,5.0,0.7645959577633441,0.7619013062409289,0.4622524984409308,0.4612090919846393,324
300,10.0,log2,5,1.0,0.7652309590333466,0.7615384615384615,0.4630034506893334,0.46084050345479116,324
100,10.0,log2,2,2.0,0.7648862440582024,0.761465892597968,0.46252906259570176,0.46062659003040163,324
200,10.0,log2,2,5.0,0.7639609564933415,0.7612481857764877,0.4615063293846499,0.46041324067816775,324
200,10.0,log2,5,5.0,0.7639609564933415,0.7612481857764877,0.4615063293846499,0.46041324067816775,324
100,10.0,log2,2,10.0,0.7644145288290577,0.7609579100145137,0.462270620669566,0.4603382425530276,324
100,10.0,log2,5,10.0,0.7644145288290577,0.7609579100145137,0.462270620669566,0.4603382425530276,324
100,,sqrt,2,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
100,,sqrt,5,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
100,20.0,sqrt,2,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
100,20.0,sqrt,5,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
100,32.0,sqrt,2,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
100,32.0,sqrt,5,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
100,64.0,sqrt,2,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
100,64.0,sqrt,5,0.01,0.7633440981167676,0.7604499274310595,0.461478366555617,0.45993290284243765,324
200,10.0,log2,2,2.0,0.7643238143619144,0.7605950653120465,0.4618549714059938,0.4596153471831796,324
300,10.0,log2,2,2.0,0.7642149570013426,0.7604499274310595,0.4617275533699449,0.4594465378122979,324
200,10.0,log2,2,1.0,0.7640335280670562,0.7602322206095791,0.4614984486429543,0.4591660529203884,324
300,10.0,log2,2,5.0,0.7632715265430531,0.7598693759071118,0.4607680855631447,0.4588895361407788,324
300,10.0,log2,5,5.0,0.7632715265430531,0.7598693759071118,0.4607680855631447,0.4588895361407788,324
100,10.0,log2,2,50.0,0.7624369534453355,0.7596516690856313,0.45987839752784115,0.4586756422160037,324
100,10.0,log2,5,50.0,0.7624369534453355,0.7596516690856313,0.45987839752784115,0.4586756422160037,324
300,10.0,log2,2,10.0,0.7631082405021953,0.7597968069666183,0.46047649202430346,0.45864619207405494,324
300,10.0,log2,5,10.0,0.7631082405021953,0.7597968069666183,0.46047649202430346,0.45864619207405494,324
200,10.0,log2,2,10.0,0.7630900976087667,0.7597242380261248,0.4604651978534526,0.4586410824507287,324
200,10.0,log2,5,10.0,0.7630900976087667,0.7597242380261248,0.4604651978534526,0.4586410824507287,324
300,10.0,log2,2,1.0,0.7634529554773395,0.7597242380261248,0.46080763565264427,0.458573988519355,324
200,10.0,log2,5,2.0,0.763017526035052,0.7597242380261248,0.4602929385345506,0.4585615586446623,324
100,10.0,sqrt,2,0.01,0.762817954207337,0.7590711175616836,0.4604294114811694,0.45807849170069287,324
100,10.0,sqrt,5,0.01,0.762817954207337,0.7590711175616836,0.4604294114811694,0.45807849170069287,324
300,,sqrt,2,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
300,,sqrt,5,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
300,20.0,sqrt,2,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
300,20.0,sqrt,5,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
300,32.0,sqrt,2,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
300,32.0,sqrt,5,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
300,64.0,sqrt,2,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
300,64.0,sqrt,5,0.01,0.7625458108059073,0.7586357039187228,0.46016337553407105,0.45774532589782263,324
100,10.0,log2,2,20.0,0.7621829529373344,0.7586357039187228,0.4594488061775064,0.4574502415776327,324
100,10.0,log2,5,20.0,0.7621829529373344,0.7586357039187228,0.4594488061775064,0.4574502415776327,324
200,,sqrt,2,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
200,,sqrt,5,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
200,20.0,sqrt,2,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
200,20.0,sqrt,5,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
200,32.0,sqrt,2,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
200,32.0,sqrt,5,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
200,64.0,sqrt,2,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
200,64.0,sqrt,5,0.01,0.7622736674044777,0.7582728592162554,0.45982069187906466,0.4572420055782578,324
300,10.0,log2,5,2.0,0.7623280960847636,0.7584179970972423,0.45950872934356535,0.4570750857284436,324
200,10.0,sqrt,2,0.01,0.7616930948147611,0.7580551523947751,0.4591212233077224,0.4569597798369318,324
200,10.0,sqrt,5,0.01,0.7616930948147611,0.7580551523947751,0.4591212233077224,0.4569597798369318,324
200,10.0,log2,2,50.0,0.7616930948147611,0.758200290275762,0.45887164512518797,0.45694091598786096,324
200,10.0,log2,5,50.0,0.7616930948147611,0.758200290275762,0.45887164512518797,0.45694091598786096,324
300,10.0,sqrt,2,0.01,0.7618382379621902,0.7579825834542816,0.45928191419958186,0.45686265473980675,324
300,10.0,sqrt,5,0.01,0.7618382379621902,0.7579825834542816,0.45928191419958186,0.45686265473980675,324
200,10.0,log2,2,20.0,0.7615842374541892,0.7581277213352685,0.4588344740289165,0.4568559601959203,324
200,10.0,log2,5,20.0,0.7615842374541892,0.7581277213352685,0.4588344740289165,0.4568559601959203,324
300,10.0,log2,2,20.0,0.7614572372001887,0.7576923076923077,0.4587556710531843,0.4563458154354725,324
300,10.0,log2,5,20.0,0.7614572372001887,0.7576923076923077,0.4587556710531843,0.4563458154354725,324
300,10.0,log2,2,50.0,0.76143909430676,0.7576197387518142,0.458572019345838,0.45626072288689307,324
300,10.0,log2,5,50.0,0.76143909430676,0.7576197387518142,0.458572019345838,0.45626072288689307,324
200,20.0,log2,2,0.005,0.7596973765376103,0.7558780841799709,0.45640037504052183,0.4540892314951727,324
200,20.0,log2,5,0.005,0.7596973765376103,0.7558780841799709,0.45640037504052183,0.4540892314951727,324
100,20.0,log2,2,0.005,0.7595340904967525,0.7556603773584906,0.45627565714113966,0.4539557943671371,324
100,20.0,log2,5,0.005,0.7595340904967525,0.7556603773584906,0.45627565714113966,0.4539557943671371,324
200,,log2,2,0.005,0.7595885191770384,0.755732946298984,0.4562710516157094,0.4539178808837792,324
200,,log2,5,0.005,0.7595885191770384,0.755732946298984,0.4562710516157094,0.4539178808837792,324
200,32.0,log2,2,0.005,0.7595885191770384,0.755732946298984,0.4562710516157094,0.4539178808837792,324
200,32.0,log2,5,0.005,0.7595885191770384,0.755732946298984,0.4562710516157094,0.4539178808837792,324
200,64.0,log2,2,0.005,0.7595885191770384,0.755732946298984,0.4562710516157094,0.4539178808837792,324
200,64.0,log2,5,0.005,0.7595885191770384,0.755732946298984,0.4562710516157094,0.4539178808837792,324
300,,log2,2,0.005,0.7592800899887514,0.7556603773584906,0.45590438782117504,0.45379091296303126,324
300,,log2,5,0.005,0.7592800899887514,0.7556603773584906,0.45590438782117504,0.45379091296303126,324
300,32.0,log2,2,0.005,0.7592800899887514,0.7556603773584906,0.45590438782117504,0.45379091296303126,324
300,32.0,log2,5,0.005,0.7592800899887514,0.7556603773584906,0.45590438782117504,0.45379091296303126,324
300,64.0,log2,2,0.005,0.7592800899887514,0.7556603773584906,0.45590438782117504,0.45379091296303126,324
300,64.0,log2,5,0.005,0.7592800899887514,0.7556603773584906,0.45590438782117504,0.45379091296303126,324
100,,log2,2,0.005,0.7594070902427519,0.7555152394775037,0.4561144280748624,0.4537844861853321,324
100,,log2,5,0.005,0.7594070902427519,0.7555152394775037,0.4561144280748624,0.4537844861853321,324
100,32.0,log2,2,0.005,0.7594070902427519,0.7555152394775037,0.4561144280748624,0.4537844861853321,324
100,32.0,log2,5,0.005,0.7594070902427519,0.7555152394775037,0.4561144280748624,0.4537844861853321,324
100,64.0,log2,2,0.005,0.7594070902427519,0.7555152394775037,0.4561144280748624,0.4537844861853321,324
100,64.0,log2,5,0.005,0.7594070902427519,0.7555152394775037,0.4561144280748624,0.4537844861853321,324
300,20.0,log2,2,0.005,0.7591712326281795,0.7555152394775037,0.4557748896419774,0.45361938918605055,324
300,20.0,log2,5,0.005,0.7591712326281795,0.7555152394775037,0.4557748896419774,0.45361938918605055,324
100,,sqrt,2,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,,sqrt,5,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,10.0,sqrt,2,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,10.0,sqrt,5,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,20.0,sqrt,2,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,20.0,sqrt,5,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,32.0,sqrt,2,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,32.0,sqrt,5,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,64.0,sqrt,2,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
100,64.0,sqrt,5,0.02,0.7584092311041765,0.754644412191582,0.4549267254505229,0.452754967256122,324
300,10.0,sqrt,2,0.02,0.7580100874487463,0.7544267053701016,0.4544851374519059,0.45245550164191545,324
300,10.0,sqrt,5,0.02,0.7580100874487463,0.7544267053701016,0.4544851374519059,0.45245550164191545,324
300,,sqrt,2,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
300,,sqrt,5,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
300,20.0,sqrt,2,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
300,20.0,sqrt,5,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
300,32.0,sqrt,2,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
300,32.0,sqrt,5,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
300,64.0,sqrt,2,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
300,64.0,sqrt,5,0.02,0.757973801661889,0.7542815674891147,0.4544418293844686,0.4522834618839215,324
200,,sqrt,2,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,,sqrt,5,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,20.0,sqrt,2,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,20.0,sqrt,5,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,32.0,sqrt,2,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,32.0,sqrt,5,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,64.0,sqrt,2,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,64.0,sqrt,5,0.02,0.7579375158750318,0.7539912917271407,0.45441637542906416,0.4519809425760319,324
200,10.0,sqrt,2,0.02,0.7579012300881744,0.7539187227866473,0.4543730647818634,0.45189483972161587,324
200,10.0,sqrt,5,0.02,0.7579012300881744,0.7539187227866473,0.4543730647818634,0.45189483972161587,324
100,10.0,log2,2,0.005,0.7575202293261729,0.7534833091436866,0.45383373550370454,0.45137780104698094,324
100,10.0,log2,5,0.005,0.7575202293261729,0.7534833091436866,0.45383373550370454,0.45137780104698094,324
200,10.0,log2,2,0.005,0.7573932290721724,0.7530478955007257,0.4536849275272115,0.45086003821359516,324
200,10.0,log2,5,0.005,0.7573932290721724,0.7530478955007257,0.4536849275272115,0.45086003821359516,324
300,10.0,log2,2,0.005,0.7569940854167423,0.7523947750362845,0.4531359927922584,0.4499241171024151,324
300,10.0,log2,5,0.005,0.7569940854167423,0.7523947750362845,0.4531359927922584,0.4499241171024151,324
100,10.0,log2,2,0.01,0.7517145034290068,0.7473149492017417,0.4467411530917069,0.44380808379454567,324
100,10.0,log2,5,0.01,0.7517145034290068,0.7473149492017417,0.4467411530917069,0.44380808379454567,324
100,,log2,2,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
100,,log2,5,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
100,20.0,log2,2,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
100,20.0,log2,5,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
100,32.0,log2,2,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
100,32.0,log2,5,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
100,64.0,log2,2,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
100,64.0,log2,5,0.01,0.7520047897238652,0.7472423802612482,0.4470950766521744,0.4437199737207746,324
300,,log2,2,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,,log2,5,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,20.0,log2,2,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,20.0,log2,5,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,32.0,log2,2,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,32.0,log2,5,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,64.0,log2,2,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,64.0,log2,5,0.01,0.7506259298232882,0.7463715529753265,0.44541089093361697,0.4426610091396697,324
300,10.0,log2,2,0.01,0.7497550709387133,0.7456458635703919,0.4443431976449448,0.441776211986653,324
300,10.0,log2,5,0.01,0.7497550709387133,0.7456458635703919,0.4443431976449448,0.441776211986653,324
200,,log2,2,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,,log2,5,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,20.0,log2,2,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,20.0,log2,5,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,32.0,log2,2,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,32.0,log2,5,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,64.0,log2,2,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,64.0,log2,5,0.01,0.7496099277912841,0.745500725689405,0.4441649462891107,0.441598997750956,324
200,10.0,log2,2,0.01,0.7493377843898545,0.745355587808418,0.4438304913893301,0.44142169838764267,324
200,10.0,log2,5,0.01,0.7493377843898545,0.745355587808418,0.4438304913893301,0.44142169838764267,324
100,,log2,2,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,,log2,5,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,10.0,log2,2,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,10.0,log2,5,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,20.0,log2,2,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,20.0,log2,5,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,32.0,log2,2,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,32.0,log2,5,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,64.0,log2,2,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
100,64.0,log2,5,0.02,0.73856090569324,0.7361393323657475,0.43033036036769184,0.429946424671615,324
200,,log2,2,0.02,0.7256068797851881,0.7230043541364296,0.413436636497373,0.41304721060305843,324
