n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,acc_train,acc_test,f1_train,f1_test,n_features_
300,64.0,log2,2,10.0,0.8211110707935702,0.8103047895500726,0.5250983484860089,0.5160462050807516,324
300,64.0,log2,5,10.0,0.8211110707935702,0.8103047895500726,0.5250983484860089,0.5160462050807516,324
100,,log2,2,10.0,0.8208933560724264,0.8089985486211901,0.5246899218161479,0.514741762374335,324
100,,log2,5,10.0,0.8208933560724264,0.8089985486211901,0.5246899218161479,0.514741762374335,324
100,64.0,log2,2,10.0,0.8208933560724264,0.8089985486211901,0.5246899218161479,0.514741762374335,324
100,64.0,log2,5,10.0,0.8208933560724264,0.8089985486211901,0.5246899218161479,0.514741762374335,324
200,,log2,2,10.0,0.8203853550564244,0.8087082728592162,0.5241805376901811,0.5144332229737999,324
200,,log2,5,10.0,0.8203853550564244,0.8087082728592162,0.5241805376901811,0.5144332229737999,324
200,64.0,log2,2,10.0,0.8203853550564244,0.8087082728592162,0.5241805376901811,0.5144332229737999,324
200,64.0,log2,5,10.0,0.8203853550564244,0.8087082728592162,0.5241805376901811,0.5144332229737999,324
100,20.0,log2,2,2.0,0.8165209187561232,0.802467343976778,0.5230017883425323,0.5119766039041046,324
100,20.0,log2,5,2.0,0.8098261910809536,0.7974600870827286,0.5171010489380317,0.5112953454794806,324
200,20.0,log2,5,2.0,0.8095177618926667,0.7960087082728592,0.5167258583607495,0.5096473855160921,324
300,32.0,log2,2,10.0,0.8145614862658297,0.8037735849056604,0.518193934332271,0.5092693025009284,324
300,32.0,log2,5,10.0,0.8145614862658297,0.8037735849056604,0.518193934332271,0.5092693025009284,324
100,32.0,log2,2,10.0,0.8128016256032512,0.8031204644412192,0.5165603124243665,0.5086057265287245,324
100,32.0,log2,5,10.0,0.8128016256032512,0.8031204644412192,0.5165603124243665,0.5086057265287245,324
200,20.0,log2,2,2.0,0.8107514786458144,0.7987663280116111,0.5169208529983143,0.5078972005366419,324
200,32.0,log2,2,10.0,0.8123843390543924,0.8021770682148041,0.5161049973920327,0.5076850410631117,324
